customer_id,age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status
CUST107609,34,Employed,3.9,38542,601,12.8,4873,4837,0,0,0,Personal Loan,Business,32900,13.92,0.125,0.854,0.285,1
CUST107610,37,Employed,10.8,53699,638,12.8,2284,16106,0,0,0,Credit Card,Medical,36200,20.57,0.3,0.674,0.225,1
CUST107611,18,Employed,0.0,49757,626,0.1,47,27502,0,0,0,Line of Credit,Business,37900,12.78,0.553,0.762,0.254,0
CUST107612,25,Student,0.2,32766,584,0.3,13,7490,1,3,0,Personal Loan,Debt Consolidation,40500,16.27,0.229,1.236,0.412,0
CUST107613,30,Employed,11.0,76555,647,9.0,84,57828,0,0,0,Line of Credit,Personal,20900,12.1,0.755,0.273,0.091,0
CUST107614,53,Employed,27.1,66112,731,14.5,1677,11102,0,0,0,Credit Card,Personal,51600,16.93,0.168,0.78,0.26,1
CUST107615,22,Employed,3.2,72829,732,3.2,160,26177,0,0,0,Line of Credit,Debt Consolidation,50000,8.87,0.359,0.687,0.229,0
CUST107616,36,Employed,12.4,32098,632,6.5,131,5345,0,0,0,Personal Loan,Personal,13900,13.43,0.167,0.433,0.144,1
CUST107617,52,Self-Employed,5.8,250000,743,18.3,172587,62403,0,1,0,Credit Card,Medical,62100,16.5,0.25,0.248,0.083,1
CUST107618,19,Employed,0.4,22456,580,0.6,14,6756,0,1,0,Credit Card,Medical,5900,21.05,0.301,0.263,0.088,0
CUST107619,39,Employed,6.9,44123,705,17.9,437,3744,0,0,0,Personal Loan,Home Improvement,53600,9.55,0.085,1.215,0.405,1
CUST107620,25,Employed,6.9,67462,570,3.1,240,7975,0,2,0,Credit Card,Personal,62100,21.28,0.118,0.921,0.307,0
CUST107621,28,Employed,1.1,33569,689,0.1,5,11519,0,0,0,Personal Loan,Medical,26100,11.62,0.343,0.778,0.259,0
CUST107622,25,Employed,3.9,19534,668,6.5,375,2318,0,0,0,Personal Loan,Education,27100,11.34,0.119,1.387,0.462,1
CUST107623,26,Student,1.5,33580,626,1.8,206,1269,0,0,0,Credit Card,Education,3400,20.14,0.038,0.101,0.034,1
CUST107624,67,Self-Employed,12.8,72031,801,19.3,1458,29287,0,0,0,Line of Credit,Medical,40600,7.1,0.407,0.564,0.188,1
CUST107625,45,Student,1.1,27651,582,6.4,47,7672,0,2,1,Line of Credit,Home Improvement,13800,13.16,0.277,0.499,0.166,0
CUST107626,48,Employed,5.0,118294,653,29.9,22421,36871,0,0,0,Line of Credit,Medical,47100,10.9,0.312,0.398,0.133,1
CUST107627,40,Self-Employed,4.5,38720,684,10.3,2052,12338,0,0,0,Personal Loan,Home Improvement,29400,11.4,0.319,0.759,0.253,1
CUST107628,18,Employed,0.0,37736,591,0.0,0,24168,0,0,0,Credit Card,Education,11500,21.26,0.64,0.305,0.102,0
CUST107629,39,Employed,15.2,49211,660,10.5,4170,17968,0,0,0,Personal Loan,Personal,56600,12.54,0.365,1.15,0.383,1
CUST107630,47,Employed,16.2,33721,688,27.4,6070,3897,0,0,0,Credit Card,Education,43200,17.13,0.116,1.281,0.427,1
CUST107631,24,Self-Employed,1.9,204816,668,1.9,733,71846,0,0,0,Credit Card,Business,6000,17.77,0.351,0.029,0.01,1
CUST107632,46,Employed,10.4,47771,655,8.6,2766,20007,0,0,0,Credit Card,Personal,62100,17.04,0.419,1.3,0.433,1
CUST107633,43,Employed,18.1,30384,608,8.6,29,6199,0,1,0,Personal Loan,Education,15200,13.6,0.204,0.5,0.167,1
CUST107634,57,Self-Employed,22.0,66759,718,22.5,6216,22005,0,2,0,Credit Card,Education,62600,16.83,0.33,0.938,0.313,1
CUST107635,29,Self-Employed,3.8,63101,639,8.2,2119,19158,0,0,0,Credit Card,Personal,19500,20.93,0.304,0.309,0.103,1
CUST107636,21,Student,1.7,15000,678,2.0,4,2882,0,1,0,Credit Card,Business,1500,17.32,0.192,0.1,0.033,1
CUST107637,30,Employed,6.3,32590,566,9.6,714,19839,1,4,1,Line of Credit,Home Improvement,15400,14.46,0.609,0.473,0.158,0
CUST107638,52,Employed,21.3,201660,654,21.9,8952,69222,0,0,0,Line of Credit,Business,21900,10.32,0.343,0.109,0.036,1
CUST107639,18,Employed,0.0,21307,737,0.1,11,7107,0,0,0,Personal Loan,Personal,40200,10.96,0.334,1.887,0.629,0
CUST107640,18,Employed,0.0,17493,475,1.1,83,3037,0,0,0,Personal Loan,Personal,34300,16.5,0.174,1.961,0.654,0
CUST107641,36,Employed,11.7,67505,646,16.6,434,39903,0,0,0,Credit Card,Medical,37700,20.84,0.591,0.558,0.186,0
CUST107642,29,Employed,10.0,44436,536,7.6,195,12258,0,1,1,Credit Card,Personal,47000,21.59,0.276,1.058,0.353,0
CUST107643,35,Self-Employed,2.7,71160,640,15.1,1004,19895,0,1,0,Personal Loan,Education,100000,13.48,0.28,1.405,0.468,1
CUST107644,46,Employed,5.3,20580,731,27.9,657,7041,0,1,0,Credit Card,Business,7800,16.12,0.342,0.379,0.126,1
CUST107645,28,Employed,4.8,15000,565,7.9,592,3802,0,2,0,Credit Card,Business,19700,22.33,0.253,1.313,0.438,0
CUST107646,18,Employed,0.0,17851,582,0.2,9,4163,0,0,0,Credit Card,Education,1200,22.47,0.233,0.067,0.022,1
CUST107647,59,Employed,5.6,96089,720,17.9,4605,46624,0,0,0,Personal Loan,Home Improvement,6700,10.42,0.485,0.07,0.023,1
CUST107648,23,Employed,0.8,38108,580,3.8,5287,4231,0,1,0,Credit Card,Debt Consolidation,35100,22.78,0.111,0.921,0.307,0
CUST107649,22,Employed,2.9,23470,675,0.3,7,9076,0,0,0,Credit Card,Home Improvement,7800,18.98,0.387,0.332,0.111,1
CUST107650,48,Employed,22.5,130255,673,18.1,2782,56967,0,1,0,Credit Card,Business,70000,17.17,0.437,0.537,0.179,1
CUST107651,30,Self-Employed,7.2,36220,612,6.9,6298,15740,1,2,0,Personal Loan,Home Improvement,63900,14.64,0.435,1.764,0.588,0
CUST107652,34,Student,0.6,27983,599,12.8,766,5140,0,1,0,Credit Card,Home Improvement,2800,21.47,0.184,0.1,0.033,0
CUST107653,40,Employed,10.0,31544,740,10.6,961,4249,0,0,0,Personal Loan,Debt Consolidation,38400,10.88,0.135,1.217,0.406,1
CUST107654,48,Employed,4.2,50909,664,16.6,26343,22998,0,1,0,Personal Loan,Medical,62400,11.4,0.452,1.226,0.409,0
CUST107655,30,Employed,1.5,15000,662,6.4,590,4565,0,0,0,Credit Card,Medical,2300,17.79,0.304,0.153,0.051,1
CUST107656,53,Self-Employed,1.3,47902,686,12.9,669,3762,0,0,0,Credit Card,Medical,25100,17.02,0.079,0.524,0.175,1
CUST107657,18,Employed,0.0,33129,674,1.6,58,14342,0,1,0,Credit Card,Education,37900,17.63,0.433,1.144,0.381,0
CUST107658,44,Employed,7.3,95553,643,21.9,6010,12939,0,2,0,Credit Card,Debt Consolidation,70000,20.79,0.135,0.733,0.244,0
CUST107659,24,Student,1.1,16654,602,0.7,158,4509,0,0,0,Line of Credit,Medical,7400,11.98,0.271,0.444,0.148,0
CUST107660,51,Employed,20.5,37377,636,7.4,1541,23449,0,0,0,Credit Card,Home Improvement,30700,20.54,0.627,0.821,0.274,0
CUST107661,36,Employed,9.9,34921,648,3.2,79,8495,0,2,0,Credit Card,Debt Consolidation,31600,19.83,0.243,0.905,0.302,0
CUST107662,26,Student,0.1,15000,574,0.3,10,1786,0,1,1,Credit Card,Education,1500,21.15,0.119,0.1,0.033,1
CUST107663,42,Employed,12.5,48146,658,12.8,4320,5021,0,0,0,Personal Loan,Medical,90700,11.46,0.104,1.884,0.628,1
CUST107664,45,Self-Employed,10.9,37040,578,12.0,553,8962,1,2,0,Personal Loan,Education,10900,16.25,0.242,0.294,0.098,0
CUST107665,42,Self-Employed,15.7,56739,664,4.0,1700,6973,0,0,0,Credit Card,Personal,45900,17.27,0.123,0.809,0.27,1
CUST107666,22,Student,1.8,17427,535,1.6,5,1402,0,0,1,Credit Card,Personal,1700,22.14,0.08,0.098,0.033,1
CUST107667,29,Self-Employed,5.0,72275,590,3.2,240,27386,0,2,1,Credit Card,Debt Consolidation,23800,22.14,0.379,0.329,0.11,0
CUST107668,34,Self-Employed,8.8,74979,725,12.9,2565,15808,0,0,0,Personal Loan,Home Improvement,16700,9.93,0.211,0.223,0.074,1
CUST107669,34,Employed,6.2,34401,689,8.0,385,4507,0,0,0,Credit Card,Personal,9300,17.64,0.131,0.27,0.09,1
CUST107670,43,Employed,14.8,43661,568,19.3,422,122,0,1,0,Credit Card,Personal,27000,21.94,0.003,0.618,0.206,1
CUST107671,18,Employed,0.0,63625,700,0.9,345,13648,0,0,0,Personal Loan,Education,99000,10.66,0.215,1.556,0.519,1
CUST107672,39,Employed,20.4,33177,663,20.1,566,9300,0,0,0,Line of Credit,Personal,5000,9.92,0.28,0.151,0.05,1
CUST107673,31,Employed,9.5,25821,740,6.9,239,6004,0,0,0,Line of Credit,Personal,19100,8.02,0.233,0.74,0.247,1
CUST107674,24,Self-Employed,1.3,20683,537,3.7,46,10282,0,0,0,Personal Loan,Education,36300,15.22,0.497,1.755,0.585,0
CUST107675,26,Employed,7.1,26276,669,0.6,255,5138,0,0,0,Credit Card,Education,35400,18.51,0.196,1.347,0.449,1
CUST107676,32,Employed,7.5,34513,700,0.3,13,13397,0,0,0,Line of Credit,Home Improvement,11700,8.85,0.388,0.339,0.113,1
CUST107677,18,Employed,0.0,43104,556,0.8,10,17355,1,1,0,Line of Credit,Personal,14800,13.32,0.403,0.343,0.114,0
CUST107678,26,Employed,6.7,86086,560,2.4,1141,20245,0,0,1,Line of Credit,Business,13600,13.18,0.235,0.158,0.053,0
CUST107679,24,Employed,3.2,28977,553,1.9,2376,11964,0,0,0,Credit Card,Business,33800,21.3,0.413,1.166,0.389,0
CUST107680,41,Employed,1.8,20117,674,9.2,48,3619,0,1,0,Personal Loan,Education,26300,11.31,0.18,1.307,0.436,1
CUST107681,25,Employed,2.7,23589,621,2.8,180,10392,0,1,0,Credit Card,Medical,3000,20.12,0.441,0.127,0.042,0
CUST107682,32,Self-Employed,5.4,77963,751,7.1,1982,26819,0,0,0,Personal Loan,Personal,27700,8.6,0.344,0.355,0.118,1
CUST107683,53,Employed,9.7,50253,619,16.6,385,13771,0,2,0,Personal Loan,Personal,62000,14.23,0.274,1.234,0.411,1
CUST107684,46,Employed,8.2,80215,734,28.0,4527,34092,0,0,0,Line of Credit,Medical,50000,8.68,0.425,0.623,0.208,1
CUST107685,45,Student,0.3,16204,638,22.5,26,11273,0,3,0,Credit Card,Debt Consolidation,1600,20.7,0.696,0.099,0.033,0
CUST107686,29,Self-Employed,5.3,99395,548,5.6,9138,40888,0,2,0,Line of Credit,Personal,35800,14.98,0.411,0.36,0.12,0
CUST107687,41,Employed,1.2,121879,713,14.4,4730,18857,0,0,0,Line of Credit,Business,50000,7.7,0.155,0.41,0.137,1
CUST107688,32,Employed,4.0,37622,587,10.5,56,8925,0,0,0,Personal Loan,Medical,1100,15.87,0.237,0.029,0.01,1
CUST107689,32,Self-Employed,2.9,76145,718,8.9,3861,18047,0,0,0,Credit Card,Medical,48600,17.31,0.237,0.638,0.213,1
CUST107690,39,Employed,9.4,44088,773,20.0,200,10288,0,0,0,Personal Loan,Medical,88100,9.23,0.233,1.998,0.666,1
CUST107691,27,Employed,7.1,26966,682,6.2,29695,4047,0,0,0,Personal Loan,Business,50100,12.05,0.15,1.858,0.619,1
CUST107692,52,Employed,10.2,50320,702,7.6,117,17685,0,0,0,Credit Card,Home Improvement,35500,16.56,0.351,0.705,0.235,1
CUST107693,33,Employed,13.1,34781,569,6.1,1815,9040,0,2,2,Personal Loan,Home Improvement,7900,15.53,0.26,0.227,0.076,0
CUST107694,42,Student,1.7,15000,595,21.5,1533,3188,0,1,0,Personal Loan,Education,14300,15.11,0.213,0.953,0.318,0
CUST107695,52,Employed,13.9,98332,699,21.3,23813,26865,0,1,0,Personal Loan,Medical,100000,11.35,0.273,1.017,0.339,1
CUST107696,47,Employed,24.0,72414,602,9.0,209,20674,0,1,1,Personal Loan,Medical,33000,14.78,0.285,0.456,0.152,1
CUST107697,18,Self-Employed,1.0,51133,591,0.6,467,20111,0,1,0,Credit Card,Business,68500,22.86,0.393,1.34,0.447,0
CUST107698,40,Student,0.5,17775,637,10.0,67,7171,0,3,1,Personal Loan,Business,8400,13.35,0.403,0.473,0.158,0
CUST107699,45,Employed,23.5,26576,608,7.4,254,1047,0,2,0,Credit Card,Business,24000,20.15,0.039,0.903,0.301,1
CUST107700,45,Employed,18.2,72207,669,6.6,5266,10967,0,0,0,Line of Credit,Education,15000,10.25,0.152,0.208,0.069,1
CUST107701,21,Self-Employed,1.0,62755,615,2.2,96,14565,0,1,0,Credit Card,Medical,66700,19.49,0.232,1.063,0.354,0
CUST107702,27,Employed,0.2,17672,560,1.3,138,8816,0,1,0,Line of Credit,Medical,5000,14.94,0.499,0.283,0.094,0
CUST107703,46,Self-Employed,18.2,71995,762,15.1,38303,30835,0,0,0,Line of Credit,Debt Consolidation,50000,6.46,0.428,0.694,0.231,1
CUST107704,25,Employed,2.2,26165,580,3.1,349,3007,0,0,0,Personal Loan,Personal,14800,15.23,0.115,0.566,0.189,0
CUST107705,31,Employed,1.3,23461,657,6.1,1887,8279,0,0,0,Personal Loan,Education,7000,12.89,0.353,0.298,0.099,1
CUST107706,53,Employed,10.1,24858,691,1.4,21,16207,0,0,0,Personal Loan,Personal,2400,11.26,0.652,0.097,0.032,0
CUST107707,34,Employed,6.9,64563,603,16.0,900,31160,0,1,0,Credit Card,Medical,48100,20.79,0.483,0.745,0.248,0
CUST107708,26,Self-Employed,1.7,38519,600,5.1,1324,21522,0,0,0,Personal Loan,Personal,72400,13.93,0.559,1.88,0.627,0
CUST107709,24,Employed,0.4,68588,578,5.3,674,24888,0,2,1,Credit Card,Personal,67200,22.68,0.363,0.98,0.327,0
CUST107710,38,Self-Employed,6.0,79688,620,7.4,4311,9443,0,0,0,Credit Card,Personal,67700,20.08,0.118,0.85,0.283,1
CUST107711,19,Employed,0.5,23395,621,1.6,230,6288,0,0,0,Personal Loan,Education,32500,14.82,0.269,1.389,0.463,0
CUST107712,32,Employed,11.1,32927,703,0.5,19,6455,0,0,0,Credit Card,Personal,44200,15.5,0.196,1.342,0.447,1
CUST107713,38,Employed,15.6,51743,720,16.4,1033,15061,0,0,0,Credit Card,Home Improvement,40200,16.4,0.291,0.777,0.259,1
CUST107714,50,Employed,5.1,131604,750,20.3,5374,11033,0,0,0,Personal Loan,Business,38600,8.3,0.084,0.293,0.098,1
CUST107715,43,Employed,11.7,30244,608,18.7,26,12852,0,1,0,Personal Loan,Education,37500,14.46,0.425,1.24,0.413,1
CUST107716,26,Employed,6.9,36730,589,2.0,578,7140,0,2,1,Personal Loan,Home Improvement,12500,16.72,0.194,0.34,0.113,0
CUST107717,49,Employed,1.6,61267,663,12.8,7011,21634,0,1,0,Credit Card,Personal,68700,17.92,0.353,1.121,0.374,1
CUST107718,31,Employed,6.3,30296,588,12.9,1440,12903,0,0,0,Credit Card,Personal,22400,21.89,0.426,0.739,0.246,1
CUST107719,20,Employed,1.0,24471,543,0.2,107,5220,0,0,1,Credit Card,Debt Consolidation,8100,21.74,0.213,0.331,0.11,0
CUST107720,32,Self-Employed,8.5,76882,662,3.9,17194,42553,0,0,0,Credit Card,Personal,70000,18.1,0.553,0.91,0.303,0
CUST107721,52,Self-Employed,15.4,71723,556,21.3,3317,13884,0,2,1,Credit Card,Medical,70000,21.35,0.194,0.976,0.325,0
CUST107722,36,Employed,1.8,64408,591,11.9,3053,21039,1,2,1,Line of Credit,Home Improvement,50000,14.33,0.327,0.776,0.259,0
CUST107723,35,Employed,11.7,17187,550,16.7,339,4807,0,3,0,Credit Card,Business,21200,21.33,0.28,1.233,0.411,0
CUST107724,54,Employed,20.5,88628,651,16.5,3843,48360,0,0,0,Credit Card,Education,43100,18.12,0.546,0.486,0.162,1
CUST107725,18,Employed,0.0,37814,678,1.4,176,16015,0,0,1,Credit Card,Personal,42900,18.27,0.424,1.135,0.378,0
CUST107726,19,Employed,0.3,23626,533,1.2,351,7722,0,1,1,Credit Card,Home Improvement,32400,21.0,0.327,1.371,0.457,0
CUST107727,18,Employed,0.0,15000,609,1.5,476,2432,0,1,0,Credit Card,Medical,17000,19.44,0.162,1.133,0.378,1
CUST107728,39,Self-Employed,15.7,78314,657,20.3,3050,15893,0,0,0,Credit Card,Education,54100,18.16,0.203,0.691,0.23,1
CUST107729,36,Employed,15.2,38827,721,5.1,9318,11038,0,1,1,Personal Loan,Business,32500,11.3,0.284,0.837,0.279,1
CUST107730,53,Employed,32.9,52633,733,18.9,4542,10321,0,0,0,Line of Credit,Home Improvement,34900,7.68,0.196,0.663,0.221,1
CUST107731,37,Employed,17.9,17985,560,0.6,14,4346,0,0,0,Line of Credit,Personal,5500,14.75,0.242,0.306,0.102,0
CUST107732,30,Self-Employed,2.2,74945,630,11.4,812,9763,0,0,0,Personal Loan,Personal,18500,14.69,0.13,0.247,0.082,1
CUST107733,35,Employed,5.5,18135,607,8.7,94,2175,0,2,0,Line of Credit,Home Improvement,9600,12.88,0.12,0.529,0.176,1
CUST107734,36,Employed,8.6,73648,623,7.4,11975,27840,0,0,0,Personal Loan,Medical,88200,14.48,0.378,1.198,0.399,0
CUST107735,18,Self-Employed,1.0,20210,536,0.9,49,8220,0,3,0,Line of Credit,Medical,15900,13.07,0.407,0.787,0.262,0
CUST107736,67,Self-Employed,29.0,59921,698,8.8,6012,41222,0,0,0,Credit Card,Education,62300,18.34,0.688,1.04,0.347,0
CUST107737,41,Employed,6.8,51737,700,3.1,373,12687,0,1,0,Line of Credit,Home Improvement,7100,8.9,0.245,0.137,0.046,1
CUST107738,37,Student,0.2,15000,658,5.3,104,4899,0,0,0,Credit Card,Medical,1500,18.76,0.327,0.1,0.033,1
CUST107739,42,Employed,11.1,39335,719,10.5,13273,8867,0,1,0,Credit Card,Home Improvement,1300,16.24,0.225,0.033,0.011,1
CUST107740,43,Employed,12.7,36669,684,20.6,5321,13564,0,0,0,Personal Loan,Personal,71200,12.5,0.37,1.942,0.647,1
CUST107741,33,Self-Employed,5.1,79602,638,8.4,2230,21443,0,1,0,Personal Loan,Business,37600,13.21,0.269,0.472,0.157,1
CUST107742,27,Self-Employed,4.2,47986,608,5.2,347,15467,0,1,0,Credit Card,Medical,1000,20.34,0.322,0.021,0.007,1
CUST107743,42,Employed,11.9,158260,609,10.6,3994,74084,0,1,0,Personal Loan,Personal,100000,14.43,0.468,0.632,0.211,1
CUST107744,39,Self-Employed,5.9,47296,607,17.9,6624,18324,0,0,0,Personal Loan,Business,94100,14.28,0.387,1.99,0.663,0
CUST107745,25,Self-Employed,2.0,29214,670,3.9,47,4439,0,0,0,Credit Card,Home Improvement,2500,17.58,0.152,0.086,0.029,1
CUST107746,52,Student,1.8,15000,630,27.9,651,3862,0,1,1,Credit Card,Personal,1500,20.67,0.257,0.1,0.033,1
CUST107747,38,Employed,17.2,26259,555,8.9,71,13588,0,4,0,Line of Credit,Debt Consolidation,23100,14.12,0.517,0.88,0.293,0
CUST107748,43,Employed,16.4,37400,590,18.5,522,14442,0,2,0,Personal Loan,Business,45200,16.18,0.386,1.209,0.403,0
CUST107749,51,Employed,21.5,48205,615,25.1,13375,2550,0,1,0,Line of Credit,Medical,23400,12.5,0.053,0.485,0.162,1
CUST107750,35,Employed,10.2,22869,714,4.3,233,10201,0,0,0,Credit Card,Medical,20200,16.32,0.446,0.883,0.294,1
CUST107751,38,Employed,4.6,109255,662,15.6,6464,43245,0,0,0,Line of Credit,Education,50000,9.18,0.396,0.458,0.153,1
CUST107752,44,Employed,16.0,46015,661,16.3,899,24388,0,0,0,Line of Credit,Debt Consolidation,31800,9.15,0.53,0.691,0.23,0
CUST107753,26,Employed,4.8,43143,591,4.5,57,11394,1,1,0,Line of Credit,Personal,21000,14.63,0.264,0.487,0.162,0
CUST107754,35,Employed,9.7,93028,634,2.0,920,19734,0,1,0,Credit Card,Medical,54700,20.95,0.212,0.588,0.196,1
CUST107755,36,Employed,14.5,39973,767,11.6,3956,9484,0,0,0,Credit Card,Business,50200,15.91,0.237,1.256,0.419,1
CUST107756,23,Employed,0.2,24937,759,1.0,350,2865,0,0,0,Credit Card,Home Improvement,32500,15.97,0.115,1.303,0.434,1
CUST107757,62,Employed,18.3,61858,688,12.3,3756,25758,0,0,0,Credit Card,Personal,19400,18.25,0.416,0.314,0.105,1
CUST107758,18,Employed,0.0,127778,612,0.3,19,84014,0,1,0,Credit Card,Education,70000,20.99,0.657,0.548,0.183,0
CUST107759,19,Employed,0.8,40542,611,1.3,195,14008,0,1,0,Line of Credit,Debt Consolidation,8000,12.6,0.346,0.197,0.066,0
CUST107760,50,Employed,7.5,74241,749,14.3,12601,18698,0,0,0,Credit Card,Business,51700,16.05,0.252,0.696,0.232,1
CUST107761,43,Employed,9.1,112325,708,6.1,2487,78373,0,0,1,Credit Card,Personal,70000,15.5,0.698,0.623,0.208,0
CUST107762,22,Self-Employed,1.0,92183,599,1.3,477,19025,0,0,0,Credit Card,Medical,70000,21.19,0.206,0.759,0.253,0
CUST107763,42,Employed,22.5,54006,701,2.3,197,21075,0,1,0,Credit Card,Personal,31200,16.39,0.39,0.578,0.193,1
CUST107764,52,Employed,11.5,88460,671,7.1,2674,28653,0,0,0,Line of Credit,Home Improvement,12200,9.33,0.324,0.138,0.046,1
CUST107765,34,Student,0.1,22825,661,0.4,455,7631,0,1,0,Credit Card,Debt Consolidation,2300,17.45,0.334,0.101,0.034,1
CUST107766,66,Employed,1.5,53688,734,0.7,54,19936,0,0,0,Credit Card,Education,46500,16.96,0.371,0.866,0.289,1
CUST107767,18,Employed,0.0,20121,502,1.3,73,9224,0,0,0,Credit Card,Personal,13100,21.59,0.458,0.651,0.217,0
CUST107768,43,Self-Employed,2.8,47526,597,14.2,7508,8614,0,1,0,Credit Card,Personal,15100,22.39,0.181,0.318,0.106,1
CUST107769,48,Self-Employed,20.8,72447,715,9.5,3163,10195,0,0,0,Credit Card,Debt Consolidation,70000,17.41,0.141,0.966,0.322,1
CUST107770,45,Employed,18.2,174201,712,8.7,2741,21325,0,0,0,Line of Credit,Education,40900,7.98,0.122,0.235,0.078,1
CUST107771,32,Self-Employed,8.0,115995,661,8.7,1149,17554,0,0,0,Credit Card,Business,70000,17.85,0.151,0.603,0.201,1
CUST107772,31,Employed,6.9,53958,778,6.5,1093,17705,0,0,0,Line of Credit,Home Improvement,13800,6.19,0.328,0.256,0.085,1
CUST107773,40,Student,0.9,39728,731,4.7,27,17755,0,0,0,Line of Credit,Personal,28500,8.86,0.447,0.717,0.239,0
CUST107774,44,Employed,9.4,27450,753,21.7,117907,10548,0,1,0,Personal Loan,Medical,26400,9.35,0.384,0.962,0.321,1
CUST107775,42,Employed,19.5,67972,744,22.1,1697,14396,0,0,0,Personal Loan,Medical,100000,10.72,0.212,1.471,0.49,1
CUST107776,47,Employed,0.1,42395,696,9.1,558,5161,0,0,0,Personal Loan,Home Improvement,35400,11.96,0.122,0.835,0.278,1
CUST107777,22,Employed,2.1,23764,647,3.9,277,13569,0,0,0,Line of Credit,Medical,15400,12.95,0.571,0.648,0.216,0
CUST107778,32,Student,0.7,15000,655,12.5,3732,2196,0,0,0,Credit Card,Debt Consolidation,1500,18.58,0.146,0.1,0.033,1
CUST107779,23,Employed,0.8,55489,541,3.4,864,6559,0,0,0,Personal Loan,Personal,34900,15.29,0.118,0.629,0.21,0
CUST107780,30,Self-Employed,6.0,70328,666,8.7,2293,45396,0,0,0,Personal Loan,Education,100000,12.61,0.645,1.422,0.474,0
CUST107781,47,Employed,7.8,50869,752,5.5,1099,14206,0,1,0,Personal Loan,Debt Consolidation,44500,9.58,0.279,0.875,0.292,1
CUST107782,36,Self-Employed,6.4,45633,595,4.0,1277,18511,0,0,1,Personal Loan,Home Improvement,57000,16.27,0.406,1.249,0.416,0
CUST107783,66,Employed,11.6,29971,706,5.7,1235,3946,0,1,0,Line of Credit,Home Improvement,21700,8.37,0.132,0.724,0.241,1
CUST107784,37,Employed,11.6,40423,678,9.4,497,4268,0,1,0,Line of Credit,Education,11600,9.0,0.106,0.287,0.096,1
CUST107785,35,Self-Employed,1.1,16770,647,12.3,45,4866,0,0,0,Line of Credit,Home Improvement,5400,12.15,0.29,0.322,0.107,1
CUST107786,36,Employed,11.8,81333,573,6.1,773,16807,0,0,0,Credit Card,Medical,53600,22.01,0.207,0.659,0.22,1
CUST107787,27,Employed,3.7,137731,620,2.1,72,31943,0,2,0,Line of Credit,Medical,33300,12.48,0.232,0.242,0.081,1
CUST107788,34,Employed,11.4,74858,686,2.0,2413,12036,0,0,0,Credit Card,Personal,70000,17.93,0.161,0.935,0.312,1
CUST107789,48,Employed,25.2,54068,688,10.8,613,22568,0,0,1,Personal Loan,Home Improvement,42000,12.19,0.417,0.777,0.259,0
CUST107790,36,Self-Employed,7.7,43676,599,7.5,695,491,0,0,0,Credit Card,Debt Consolidation,13300,22.86,0.011,0.305,0.102,0
CUST107791,25,Employed,6.1,39937,628,0.4,33,1340,0,0,0,Personal Loan,Personal,74900,13.28,0.034,1.875,0.625,1
CUST107792,23,Employed,0.7,19439,537,4.1,413,12080,0,0,1,Personal Loan,Home Improvement,11200,16.91,0.621,0.576,0.192,0
CUST107793,29,Employed,0.4,57749,649,6.7,16052,34396,0,0,0,Personal Loan,Medical,3900,14.08,0.596,0.068,0.023,0
CUST107794,35,Employed,15.1,37367,672,1.9,18,16538,0,0,0,Line of Credit,Home Improvement,23500,9.49,0.443,0.629,0.21,0
CUST107795,49,Employed,3.7,45921,647,14.4,3719,4744,0,0,0,Credit Card,Personal,22700,20.11,0.103,0.494,0.165,1
CUST107796,18,Employed,0.0,22674,681,1.5,166,3430,0,0,0,Credit Card,Education,1700,17.77,0.151,0.075,0.025,1
CUST107797,31,Employed,1.6,50083,625,11.5,541,7937,0,0,0,Credit Card,Personal,42700,20.75,0.158,0.853,0.284,1
CUST107798,36,Employed,3.1,76238,585,13.0,419,13025,0,1,0,Personal Loan,Education,47300,15.97,0.171,0.62,0.207,0
CUST107799,18,Employed,0.0,80458,664,0.8,639,12527,0,0,0,Line of Credit,Home Improvement,27300,10.24,0.156,0.339,0.113,1
CUST107800,24,Employed,5.1,25118,614,5.6,2165,772,0,1,0,Line of Credit,Debt Consolidation,10900,12.51,0.031,0.434,0.145,0
CUST107801,26,Employed,2.1,31159,655,7.6,386,11709,0,0,0,Personal Loan,Debt Consolidation,61600,11.39,0.376,1.977,0.659,0
CUST107802,25,Employed,4.9,27644,626,3.8,4779,13388,0,1,0,Credit Card,Debt Consolidation,8600,19.12,0.484,0.311,0.104,0
CUST107803,37,Employed,15.0,21762,641,8.7,126,11390,0,0,0,Credit Card,Personal,19900,20.34,0.523,0.914,0.305,0
CUST107804,33,Employed,2.3,32706,625,10.3,9409,2865,0,1,0,Personal Loan,Business,54500,14.03,0.088,1.666,0.555,1
CUST107805,28,Employed,2.3,57833,679,4.8,218,6539,0,0,0,Credit Card,Personal,58100,17.67,0.113,1.005,0.335,1
CUST107806,40,Employed,10.5,58061,615,13.6,705,22069,0,4,0,Personal Loan,Personal,63700,13.86,0.38,1.097,0.366,0
CUST107807,55,Employed,23.6,199169,704,24.9,42313,18998,0,0,0,Credit Card,Education,70000,15.67,0.095,0.351,0.117,1
CUST107808,54,Employed,15.1,40628,685,0.6,40,5595,0,0,0,Line of Credit,Personal,20600,9.04,0.138,0.507,0.169,1
